标题,时间,详情页链接,正文
北京铁路：正在研究核酸检测证明、北京健康宝信息等纳入检票系统,2021-11-17 10:37:23,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2021%2F11%2F17%2FARTIHtfDxYxKttDl9W9cai4U211117.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E6%A0%B8%E9%85%B8%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D3,今天月日零时起，根据首都严格进京管理联防联控协调机制要求，铁路部门对乘车进京旅客进行小时核酸检测阴性证明远端查验，共涉及抵京的个车站。据中国铁路北京局集团有限公司疫情防控办公室消息，目前，为方便旅客更快乘车，铁路部门和北京市正在着手对核酸检测证明北京健康宝和购票乘车信息进行后台信息整合，未来可在检票机上实现多个证明一次查验。
11月28日国考笔试，北京考区考生需持48小时内核酸报告,2021-11-17 14:25:08,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2021%2F11%2F17%2FARTIwBIFVnOT5WyzY5tNADWI211117.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E6%A0%B8%E9%85%B8%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D3,"年国家公务员考试将于本月日进行公共科目笔试。考生需持首场考试前小时内采样的核酸检测阴性报告，方可进入考点。
北京考区中央机关及其直属机构年度考试录用公务员笔试疫情防控温馨提示月日发布。
考生在备考期间，要做好自我防护，避免与新冠肺炎确诊病例疑似病例无症状感染者及中高风险地区人员接触避免去人群流动性较大人群密集的场所聚集不参加聚会聚餐。考试期间应尽量保持考点住所两点一线。
请考生提前申领北京健康宝，查询自身健康状态。考试当天经现场测量体温正常北京健康宝为未见异常，且持本人首场考试前小时内采样的核酸检测阴性报告，方可进入考点。核酸检测报告须为全国范围内具有新冠肺炎病毒检测资质的机构出具的纸质或电子报告，提供的报告上须准确显示采样时间，要精确到小时。
为保证能够顺利参考，请考生提前预约核酸检测服务。考三科的考生须提供月日下午点以后采样的核酸检测报告，考两科的考生须提供月日上午点以后采样的核酸检测报告。
考试当天预留足够时间，确保至少考前分钟到达考点，并尽量选择公共交通前往。考生应自备若干一次性医用口罩或无呼吸阀的口罩，在考点全程佩戴口罩，保持米以上的间隔距离，身份核验时可短暂摘下口罩，积极配合考点工作人员做好防疫相关工作。
所有送考陪考人员一律不得进入考点。考试期间，考生应自觉维护考试秩序，服从现场工作人员安排。考试结束后，考生应按照楼层分布分批离开考点，不得在考场考点附近聚集。
考试防疫相关要求将根据国家和首都疫情防控措施规定的变化随时调整，请考生及时关注市人事考评办公室最新通知，并保持手机畅通，以免影响正常参考。"
北京冬奥会测试赛例行核酸检测发现阳性人员，已按程序处理,2021-11-18 12:37:08,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2021%2F11%2F18%2FARTIecqOMIRcEb2tidBpBpvE211118.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E6%A0%B8%E9%85%B8%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D3,"今天，北京冬奥组委新闻宣传部部长赵卫东在回答记者提问时表示月日，北京冬奥组委疫情防控办公室接北京延庆区疾控中心报告，名来华参加雪橇国际训练周和雪橇世界杯的外籍运动员在每日例行核酸检测中结果呈阳性，被认定为无症状感染者。目前，已按照防疫手册相关要求，将这名运动员转运至隔离设施进行医学观察。据了解，这名外籍运动员为此前被诊断为无症状感染者的密切接触者之一。
此前已发现两例境外运动员核酸检测阳性病例和无症状感染者病例。月日，乘坐包机来华参加雪橇国际训练周和雪橇世界杯的名外籍运动员在入境海关时检测新冠阳性，后被诊断为无症状感染者，按照防疫手册应急处置程序，运动员被送至专门隔离设施进行隔离监测，其密切接触者在所住酒店实行单独房间单独送餐。在坚持健康监测核酸检测和严格个人防护下，经专家评估后，各代表团和运动员于月日开始训练周。月日，在例行每日核酸检测中，从该国运动员的密接者中检测出一例阳性，被诊断为无症状感染者，按照防疫手册规定程序进行快速处理。目前上述两人情况良好。"
哈尔滨连夜启动全员核酸检测,2021-10-30 18:37:46,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2021%2F10%2F30%2FARTIolwTQXh1B7F40dSG9rwM211030.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E6%A0%B8%E9%85%B8%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D3,"为及时有效发现和控制传染源，坚决阻断疫情输入输出和扩散蔓延，根据市疫情防控实际情况和专家研判，市指挥部决定月日时前启动第一轮全员核酸检测。现就有关事项公告如下
一哈尔滨市行政区域内全部人员，均需进行核酸检测筛查，确保不漏一人。
二请广大市民群众按照社区村屯通知的时间段，携带本人有效身份证件，规范佩戴口罩，及时前往采样点进行核酸检测，并按现场指引有序排队，与他人保持米以上合理距离，不插队不交谈不聚集。
三为确保核酸检测全覆盖无遗漏，将对核酸检测实行龙江健康码赋码管理，未按疫情防控要求进行核酸检测的人员，健康码会调整为黄码，督促您尽快到指定地点完成核酸检测，待完成检测且结果为阴性的，健康码会调整为绿码，由此给市民朋友带来的不便，请给予理解和支持。
四在等待核酸检测结果期间，请广大市民群众自觉居家，非必要不外出不聚集不聚会不聚餐。
五为集中力量做好全员核酸筛查工作，迅速切断疫情传播源头，自即日起，全市新冠疫苗接种工作暂停天。"
内蒙古呼和浩特4件快递内件物品及物品包装核酸检测呈阳性,2021-11-19 12:59:50,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2021%2F11%2F19%2FARTIhnM3Fq8JrPq7svlubWVC211119.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E6%A0%B8%E9%85%B8%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D3,月日，总台记者从呼和浩特市疫情防控工作第六场新闻发布会获悉，截至目前，呼和浩特市件快递内件物品及物品包装核酸检测阳性，经呼和浩特市疾控中心研判，风险较低，涉及相关人员核酸检测均为阴性，对相关场所环境均进行了消毒消杀。从全国全区及呼和浩特市反馈情况看，未发现快递从业人员和收件人感染新冠病毒，也未发现快件外包装核酸检测阳性。
辽宁大连公布昨日新增7例本土确诊病例行程轨迹，其中2人曾8次核酸阴性,2021-11-19 10:04:06,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2021%2F11%2F19%2FARTIKjtSCbmegnrx3r8f5p6X211119.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E6%A0%B8%E9%85%B8%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D3,"月日大连市新冠肺炎疫情防控总指挥部发布，月日时至时，大连市新增例本土新冠肺炎确诊病例，均在密切接触者和重点人群主动排查中发现。
现将确诊病例主要活动轨迹公布如下
确诊病例甘井子区某公司员工，居住地为金普新区先进街道响泉社区万科城小区。月日日，先后次核酸检测阴性月日在重点人群主动排查中核酸检测阳性，随即转入省新冠肺炎集中救治大连中心隔离治疗，经省专家组会诊为确诊病例普通型。
月日，中午到大商超市金州民主广场店，下午到清香拉面金湾路店。
月日，上午到家家福超市五一路店，下午到胖姐包子铺斯大林路店。
月日，早上到胖姐包子铺斯大林路店。
月日至日，每日到金州区第一人民医院送餐。
月日，上午到胖姐包子铺斯大林路店金普新区先进街道响泉街母亲家家家福超市五一路店。
月日，上午到金州区第一人民医院亲子乐母婴生活馆万科城家家福超市五一路店海王星辰健康药店渤海街店。
月日，上午到胖姐包子铺金纺店姜记熏酱饺子馆先进街道福佳乐水果超市万科店。
确诊病例无业，居住地为金普新区先进街道响泉社区万科城小区，系确诊病例的妻子。月日日先后次核酸检测阴性月日在密切接触者主动排查中核酸检测阳性，随即转入省新冠肺炎集中救治大连中心隔离治疗，经省专家组会诊为确诊病例普通型。
月日一月日，在金州区第一人民医院。
月日一月日，居家未外出。
确诊病例确诊病例之子，居住地为金普新区先进街道响泉社区万科城小区。月日在密切接触者主动排查中核酸检测阳性，随即转入省新冠肺炎集中救治大连中心隔离治疗，经省专家组会诊为确诊病例轻型。
月日一月日，轨迹与确诊病例相同。
确诊病例无业，居住地为金普新区先进街道响泉社区响泉街号，系确诊病例的母亲。月日一日，先后次核酸检测阴性月日在密切接触者主动排查中核酸检测阳性，随即转入省新冠肺炎集中救治大连中心隔离治疗，经省专家组会诊为确诊病例轻型。
月日一月日，居家未外出。
月日一月日，在社区核酸采样到金普新区先进街道万科城小区儿子家。
确诊病例家政人员，居住地为金普新区站前街道南棉社区号。月日一日先后次核酸检测阴性月日在确诊病例的密切接触者主动排查中核酸检测阳性，随即转入省新冠肺炎集中救治大连中心隔离治疗，经省专家组会诊为确诊病例普通型。
月日一月日，轨迹与确诊病例相同陪护。
月日，下午在南棉社区核酸采样，到万家乐购南棉路店。
确诊病例甘井子区某公司员工，居住地为甘井子区泉水街道区。月日一日，先后次核酸检测阴性月日作为密切接触者被转运至集中隔离场所，月日隔离期间例行核酸检测结果为阳性，随即转入省新冠肺炎集中救治大连中心隔离治疗，经省专家组会诊为确诊病例普通型。
月日一日，居家未外出。
确诊病例儿童，居住地为庄河市城关街道财政局家属楼。月日一日，先后次核酸检测阴性月日作为密切接触者被转运至集中隔离场所，月日隔离期间例行核酸检测结果为阳性，随即转入省新冠肺炎集中救治大连中心隔离治疗，经省专家组会诊为确诊病例轻型。
月日一月日，居家未外出。"
西宁主城区开展全员核酸检测,2021-11-06 16:50:21,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2021%2F11%2F06%2FARTILVhSixW9EHy5ti6bxFsy211106.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E6%A0%B8%E9%85%B8%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D3,青海省西宁市日启动主城区全员核酸检测，计划两天内完成。西宁市主城区共安排核酸检测点个，采样台个，配备采样工作人员人。
核酸检测机构力争6小时内出结果 核酸检测机构要提供24小时检测服务,2021-10-26 17:47:05,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2021%2F10%2F26%2FARTI90dvAi1E67LpkhOeVv3x211026.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E6%A0%B8%E9%85%B8%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D3,
甘肃：8个中风险地区实现动态清零 省内出行不再需要提供核酸报告,2021-11-16 16:25:03,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2021%2F11%2F16%2FARTILBSUxIBLe52lazgg4cAH211116.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E6%A0%B8%E9%85%B8%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D3,"静音全屏秒可在秒后跳过正在加载视频播放器。播放播放视频播放当前时间时长媒体流类型直播画质静音全屏加载完毕画中画
央视网消息月日，甘肃省最后个中风险地区调整为低风险区，全省个中风险地区实现动态清零。本轮疫情甘肃共报告确诊本土病例例，截至日全省已连续六天无新增本土确诊病例。
从日起，在甘肃省内各地出行，人员体温健康码行程卡正常即可通过机场火车站汽车客运站和公路自驾小客车通行，不再需要提供核酸检测阴性报告。
兰州恢复公交临时停运线路及趟列车
静音全屏秒可在秒后跳过正在加载视频播放器。播放播放视频播放当前时间时长媒体流类型直播画质静音全屏加载完毕画中画
据兰州公交集团消息，根据兰州市疫情防控总体形势，从日起，兰州公交集团将全面恢复因疫情防控需要临时停运线路及甩站运行停靠站点。当前甘肃省疫情持续好转，兰州中川机场已逐步恢复多架次航班，兰州铁路局也从日恢复开行兰州至中川机场的趟列车。"
沈阳：GJ8789航班一入境人员确诊为无症状感染者，请同乘人员开展核酸检测,2021-11-15 07:48:49,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2021%2F11%2F15%2FARTIwBZS70zoG3aIjUjVCjMB211115.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E6%A0%B8%E9%85%B8%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D3,"据沈阳市疾病预防控制中心微信公众号，月日，沈阳市疾病预防控制中心发布关于航班同乘人员的健康提示。内容如下
我市收到烟台市协查函，该市一名日本入境人员在上海集中隔离天后返回烟台后继续集中隔离，期间次核酸结果阴性，月日核酸检测结果为阳性，确诊为无症状感染者。该病例于月日搭乘坐上海烟台沈阳浙江长龙航空航班，于到达蓬莱国际机场，该航班降落在沈阳桃仙机场，航班相关密切接触者已经管控，核酸检测结果均为阴性，请该航班其他同乘人员，积极采取以下防护措施
一第一时间与目前居住地所在社区联系，告知具体情况，进行人员信息登记，第一时间开展核酸检测。
二从月日开始自我健康监测天，尽量避免外出。期间如有发热咳嗽气促等急性呼吸道感染症状，请立即就近前往定点医院发热门诊就诊就诊过程中，要全程佩戴口罩，尽量不要乘坐公共交通工具。"
北京昌平区医院核酸检测门诊暂停,2021-10-30 14:29:10,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2021%2F10%2F30%2FARTI9elsTL2fG8pGQCrAfb5k211030.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E6%A0%B8%E9%85%B8%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D4,"月日时起，昌平区医院暂停对社会愿检尽检人员核酸检测。需要进行核酸检测的人员请至其他检测机构。此前已预约医院核酸检测门诊的人员，医院会安排解决。
"
厦门将开展专场核酸检测 “黄码”人员两次核酸检测阴性可转“绿码”,2021-09-27 10:25:11,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2021%2F09%2F27%2FARTIiXJuxarzP91CLTVy9lTU210927.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E6%A0%B8%E9%85%B8%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D4,"央视网消息厦门市应对新冠肺炎疫情工作指挥部发布第号通告称，为及时有效发现和控制传染源，阻断疫情传播，切实保障人民群众生命健康安全，做到应检尽检，决定于年月日至月日，开展专场核酸检测。现将有关事项通告如下

一专场核酸检测仅面向在厦健康码为黄码的人员及未参加月日核酸检测的人员同安区及其他五个区的封控区管控区除外。

二目前健康码为黄码人员应在月日至月日中进行两次核酸检测，且两次核酸检测需间隔至少小时未参加月日全员核酸检测的人员，应在月日至月日中参加一次检测。

三目前健康码为黄码人员如两次检测结果均为阴性，健康码经审核可转为绿码未参加月日核酸检测的人员如仍未参加本轮核酸检测，健康码将被转为黄码。

四现场凭手机提示短信或健康码黄码参加检测。请自觉遵守工作人员安排，佩戴口罩，保持一米线距离，有序参加核酸采样。

五健康码黄码人员凭本人身份证户口本向所在村居或小区登记报备后外出采样，村居或小区应为其返回提供便利。

六核酸采样时间为月日至月日，每日，，具体点位详见附件。如有调整详见厦门公众号疫情防控专区福建健康码黄码人员核酸检测采样点信息一览表厦门。

七凡应检未检造成疫情传播的，依法追究责任。

本通告自发布之日起施行。

"
银川三区市民持有核酸证明依然被劝返？指挥部：不得层层加码一刀切,2021-11-15 15:49:30,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2021%2F11%2F15%2FARTIbDOGUkVecfVpoIgy8wRx211115.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E6%A0%B8%E9%85%B8%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D4,据宁夏新闻网公众号消息，月日，记者从自治区应对新冠肺炎疫情工作指挥部了解到，近期有企业和个人投诉，反映部分市县区限制阻拦有银川市旅居史人员及车辆进入。接到投诉后，自治区疫情指挥部迅速派专人对反映的问题进行了暗访。
新密市今日起开展全员核酸检测,2021-11-06 10:18:20,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2021%2F11%2F06%2FARTI0ioBNrHAAnFRHSKj4VWD211106.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E6%A0%B8%E9%85%B8%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D4,据新密发布公众号消息，为切实做好新冠肺炎疫情防控工作，快速阻断疫情传播链，按照郑州市新冠肺炎疫情防控指挥部新密市新冠肺炎疫情防控领导小组要求，决定在新密市城区内开展全员核酸检测。
成都：“黄码”人员核酸检测费用由市级财政全额承担,2021-11-06 11:04:38,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2021%2F11%2F06%2FARTIbsUkSSWd0WRgMsBxRPbO211106.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E6%A0%B8%E9%85%B8%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D4,据成都发布，为保障黄码人员免费核酸检测工作，确保核酸检测工作高效有序顺利进行。月日，市财政局印发了关于进一步加强健康码黄码人员核酸检测保障工作的通知，明确从即日起至全市所有区域调整为低风险为止，健康码黄码人员核酸检测费用由市级财政全额承担。
福建莆田新增1例核酸检测呈阳性人员,2021-11-07 22:07:20,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2021%2F11%2F07%2FARTILlan4xxCcs9c9l9SsAd2211107.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E6%A0%B8%E9%85%B8%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D4,"莆田市卫生健康委员会网站月日通报，年月日，莆田市按照境外返莆人员健康管理要求，开展定期例行核酸检测中发现例核酸检测呈阳性人员。莆田市立即启动应急机制，开展流行病学调查密切接触者排查相关场所全面消毒等工作。现将有关情况通报如下
林某某，男，岁，中国籍，月份曾在新加坡诊断为新冠肺炎确诊病例并进行隔离治疗。月日乘号轮船入境青岛，入关后即进行集中医学观察，月日解除隔离期间核酸检测均为阴性。月日乘航班抵达福州长乐机场，由专车点对点接回莆进行集中医学观察。入住隔离点后月日核酸检测阴性，月日晚核酸检测阳性。目前，林某某已转定点医院进行隔离救治，情况平稳。经排查，该病例无密接人员，涉及场所均已开展终末消毒。
下一步，莆田市将严格落实各项防控措施，及时发布相关信息，请广大居民朋友不信谣不传谣不造谣，时刻保持个人防护意识，戴口罩勤洗手常通风，保持安全社交距离，配合有关部门做好各项防控工作，尽早接种新冠病毒疫苗。"
大连街头喊话做核酸的志愿者回应了,2021-11-13 16:59:37,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2021%2F11%2F13%2FARTITvSuMPrFrTwfnECeu9Pl211113.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E6%A0%B8%E9%85%B8%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D4,
17日0时起进（返）京须持48小时内核酸检测阴性证明和绿码,2021-11-15 16:13:27,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2021%2F11%2F15%2FARTIC6m279pAZGBAHxRsNRzG211115.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E6%A0%B8%E9%85%B8%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D4,北京召开第场疫情防控新闻发布会。北京市委宣传部副部长徐和建介绍，近期，北京调整了进出京管理措施，即将于后天，也就是年月日零时起实施。三条措施如下一是人员进返京须持小时内核酸检测阴性证明和北京健康宝绿码，二是日内有陆路边境口岸所在县市区旗旅居史人员非必须不进返京。三是严格控制在京举办全国性会议培训等活动。
西安累计核酸检测919.01万人次 结果均为阴性,2021-10-25 16:45:17,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2021%2F10%2F25%2FARTIdI1e5tiIxhTbhIoJoe1u211025.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E6%A0%B8%E9%85%B8%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D4,"据西安发布，月日下午，市政府新闻办召开西安市新冠肺炎疫情联防联控工作情况新闻发布会第场，通报疫情防控最新情况。
截至日时，外省旅行团传播链外省游客人本地密接人密接摸排管控情况
现管控密接人，核酸检测均为阴性。现管控次密接人，核酸检测均为阴性。
现管控各点位涉及的潜在密接人核酸检测阴性人。核查出同时空伴随者人，均已落实管控核酸检测全部阴性。
次列车传播链高陵区例密接摸排管控情况
病例一家人管控情况高陵区经开区未央区新城区北客站机场个指挥部摸排管控个点位和区域。现管控密接人，核酸检测均为阴性现管控次密接人，核酸检测均为阴性。
日时新增确诊病例管控情况涉及西安市高陵新城未央个区县个点位，已对其活动轨迹涉及重点场所完成终末消杀，点位已封控。高陵区管控密接人人核酸检测阴性，其余已采待出，管控次密接人人检测阴性，其余正在检测新城区深入流调排除后管控密接人核酸检测全部阴性管控次密接人人核酸检测阴性，其余已采待出。未央区管控密接人人核酸检测阴性，其余正在检测，管控次密接人人核酸检测阴性，其余已采待出。
目前，全市累计核酸检测万人次，结果均为阴性。"
内蒙古二连浩特发现一名核酸阳性人员 将启动全员核酸检测,2021-10-14 07:20:41,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2021%2F10%2F14%2FARTIXyRdWSG0glirP2hPHQjb211014.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E6%A0%B8%E9%85%B8%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D4,"记者从二连浩特市新型冠状病毒感染肺炎防控工作指挥部了解到，年月日，二连浩特市汇通物流园区内名闭环管理从业人员核酸检测呈阳性。目前，核酸检测阳性人员已第一时间闭环转运至医院进行观察治疗，相关接触人员已全部进行集中隔离医学观察。目前疫情可防可控。

为坚决防止疫情扩散蔓延，二连浩特市疫情防控指挥部决定，月日中午点在全市范围内启动全员核酸检测，月日时前完成第一轮全员核酸检测。现就有关事项公告如下

一二连浩特市行政区域内全体人员，均需进行核酸检测筛查。

二为确保核酸检测全覆盖无遗漏减少人员流动，集中力量做好全员核酸检测工作，月日零时起对全市行政管辖区域实行封闭管理对各交通出入口实行交通管制。全市各机关企事业单位停工停产，各大中小学幼儿园停课，各类经营场所暂停营业。水电油气暖及通信等基本民生保障部门要加强值班值守，确保正常运转。

三请广大市民群众按照社区通知的时间地点，携带本人有效身份证件，规范佩戴口罩，及时前往采样点进行核酸检测，并按现场工作人员指引有序排队，保持米以上安全距离，不插队不交谈不聚集。

四在等待核酸检测结果期间，请广大市民群众自觉居家，非必要不外出不聚集。"
